PBSlen,9.760297795390713
RTlen,21.59864953253049
RT-PBSlen,31.358947327921204
Edit_pos,12.03467354084106
Edit_len,1.2414412681312763
RHA_len,9.573348466776961
type_sub,0.5325612712092648
type_ins,0.28419452887537994
type_del,0.18324419991535532
Tm1,-1.6020357759180939
Tm2,46.53187477512031
Tm2new,45.83593072237111
Tm3,-351.4090675969776
Tm4,49.164981905259324
TmD,-397.9409424069532
nGCcnt1,5.169350929167789
nGCcnt2,11.965676580354739
nGCcnt3,17.135027509522526
fGCcont1,53.24942701319918
fGCcont2,56.96251270065411
fGCcont3,55.35720054318455
MFE3,-5.062673233042171
MFE4,-2.0235566157515863
DeepSpCas9_score,41.752208346838835
